curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
50,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
51,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
52,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
53,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
54,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
55,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
56,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
57,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
58,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
59,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
60,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
61,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
62,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
63,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
64,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
65,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
66,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
67,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
68,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
69,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
70,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
71,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
72,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
73,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
74,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
75,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
76,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
77,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
78,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
79,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
80,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
81,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
82,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
83,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
84,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
85,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
86,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
87,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
88,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
89,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
90,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
91,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
92,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
93,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
94,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
95,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
96,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
97,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
98,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
99,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
