curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
150,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
151,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
152,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
153,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
154,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
155,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
156,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
157,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
158,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
159,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
160,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
161,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
162,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
163,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
164,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
165,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
166,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
167,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
168,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
169,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
170,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
171,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
172,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
173,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
174,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
175,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
176,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
177,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
178,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
179,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
180,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
181,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
182,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
183,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
184,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
185,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
186,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
187,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
188,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
189,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
190,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
191,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
192,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
193,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
194,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
195,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
196,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
197,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
198,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
199,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
